Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
JC,Japan Credit Bureau,JCB,3556518614662701,Loma M Aldaco,564,02/2008,02/2009,18,6680,135100
JC,Japan Credit Bureau,JCB,3565824927168256,Ethel W Pearson,919,11/2013,11/2028,25,1213,193800
AX,American Express,American Express,375190381545314,Justin W Jagger,5192,04/2015,04/2020,16,2644,50400
JC,Japan Credit Bureau,JCB,3546912557600237,Elizabeth J Pope,555,07/2008,07/2024,26,2639,38600
MC,Master Card,Bank of America,5413121279993632,Josie D Vanetten,811,06/2017,06/2031,15,1663,152800
DC,Diners Club International,Diners Club,38671208928709,Michelle Swanson,326,01/2010,01/2027,24,1939,84500
AX,American Express,American Express,340027405750276,Sunni O Christmas,5504,12/2015,12/2019,25,5936,24700
AX,American Express,American Express,341461167463704,Lorraine Gibbs,9052,12/2010,12/2030,9,8851,83100
DS,Discover,Discover,6473861393885272,Deana W Buchan,580,10/2013,10/2019,13,7268,163300
AX,American Express,American Express,340016990138146,Edward C Hartman,7145,07/2015,07/2031,1,4904,47700
DC,Diners Club International,Diners Club,30017231048248,Sam V Engstrom,013,06/2008,06/2010,15,0207,198000
DC,Diners Club International,Diners Club,30274485206440,Victoria F Solis,957,06/2012,06/2028,2,9036,182300
MC,Master Card,U.S. Bancorp,5474291097361068,Gregory Z Talton,854,12/2017,12/2037,13,0210,147600
AX,American Express,American Express,375578889415313,Teresa Klein,3714,04/2014,04/2033,14,8082,57900
JC,Japan Credit Bureau,JCB,3544910507065107,Gail P Bovee,866,09/2011,09/2019,5,7161,136000
DS,Discover,Discover,6574010570055782,Rachel Q Stafford,855,02/2007,02/2022,19,1213,129700
MC,Master Card,Capital One,5119454315319976,Haywood Y Murrieta,581,02/2014,02/2027,12,7061,118400
MC,Master Card,Bank of America,5201671607023508,Clifford Butler,767,03/2009,03/2029,16,9885,183400
MC,Master Card,Capital One,5126522896703726,Derick N Zang,380,04/2016,04/2034,11,7182,73700
DS,Discover,Discover,6011760548094625,Julie C Barlow,277,12/2013,12/2020,24,7355,182700
VI,Visa,Chase,4188027320842585,Alycia E Lahti,264,10/2012,10/2024,14,2525,28800
VI,Visa,Chase,4454937541286510,Margaret Mcguire,628,07/2013,07/2022,24,4325,101800
JC,Japan Credit Bureau,JCB,3557106045469489,Celeste W Tuggle,286,06/2013,06/2028,8,3866,86600
JC,Japan Credit Bureau,JCB,3574877992704784,Jon Bray,917,01/2011,01/2027,28,9796,126400
MC,Master Card,Citibank,5395049688827285,Classie H Binette,075,07/2009,07/2010,20,0224,107300
JC,Japan Credit Bureau,JCB,3535884851212808,Laura K Daniels,713,04/2015,04/2034,7,8662,184700
AX,American Express,U.S. Bancorp,348804071545525,Robbie Ko,9719,06/2010,06/2022,3,1054,70200
VI,Visa,Bank of America,4012217027902525,Thelma Oneal,290,11/2011,11/2022,27,0138,96600
VI,Visa,Chase,4848899522407520,Clair D Steely,847,02/2016,02/2036,28,5977,101000
VI,Visa,Chase,4019286716831645,Audrey Q Barr,192,10/2007,10/2018,5,3565,157800
DC,Diners Club International,Diners Club,30586890686498,Luigi O Loveland,407,09/2015,09/2019,8,2363,146300
JC,Japan Credit Bureau,JCB,3575789294822744,Vincent G Baker,572,06/2010,06/2018,25,0658,119600
MC,Master Card,Chase,5159960183594723,Lakenya U Badilla,207,10/2012,10/2017,4,3580,85700
MC,Master Card,U.S. Bancorp,5432728668008033,Brittany G Burt,687,02/2013,02/2014,7,5768,90000
MC,Master Card,Bank of America,5287328813122585,Nelson L Soltis,212,08/2012,08/2014,22,3215,167700
JC,Japan Credit Bureau,JCB,3570938065394517,Dan C Mayer,911,11/2010,11/2015,14,8211,79100
VI,Visa,Cabela’s WFB,4104474690062041,Dennis Findlay,986,04/2012,04/2032,9,3089,184600
DC,Diners Club International,Diners Club,30429368133612,Ana Arnold,736,01/2015,01/2035,3,3228,99400
MC,Master Card,Bank of America,5291336244549932,Domingo Y Etchison,912,10/2011,10/2021,15,5371,29300
VI,Visa,Chase,4643052146050220,Dan K Wiggins,912,08/2010,08/2011,15,0641,111400
MC,Master Card,Citibank,5419042819125333,Roderick X Meinhardt,830,06/2014,06/2016,16,1604,142700
VI,Visa,First National,4332259839384271,Joan X Hess,455,07/2013,07/2028,12,2774,106900
MC,Master Card,Chase,5484511580410132,Rolland Valenti,311,07/2007,07/2023,7,3962,28300
AX,American Express,American Express,341595578823046,Barry Hewitt,9069,04/2009,04/2011,11,5681,97800
MC,Master Card,USAA,5346818338388363,Loren Boyles,967,04/2016,04/2023,27,6544,91000
DC,Diners Club International,Diners Club,30044772718245,Regina B Sampson,075,09/2011,09/2022,10,0271,17000
AX,American Express,American Express,378542235845190,Janene E Baskett,0021,03/2017,03/2031,12,7018,129900
VI,Visa,Cabela’s WFB,4352915621088116,Helen L Munoz,239,11/2011,11/2016,7,2367,154200
DC,Diners Club International,Diners Club,30083215165598,Bob Q Harkey,434,12/2012,12/2014,13,1432,26000
DS,Discover,Discover,6552703971038748,Dolores Kinney,675,09/2017,09/2023,27,3276,137100
AX,American Express,American Express,347543377972691,Alpha Cortez,4868,02/2017,02/2021,17,7500,42000
DS,Discover,Discover,6011025093188754,Bryan W Compton,238,02/2008,02/2020,2,4935,28500
AX,American Express,U.S. Bancorp,372405457306315,Trinidad F Stonebraker,8978,08/2009,08/2013,13,4177,98200
JC,Japan Credit Bureau,JCB,3547746272646805,Jay Y Richard,072,10/2016,10/2021,4,6186,122700
DC,Diners Club International,Diners Club,30919689377120,Kory E Poirier,168,12/2010,12/2020,23,7834,97100
VI,Visa,Wells Fargo,4673652964902965,Brandon W Zamora,136,07/2013,07/2026,3,9238,65800
DC,Diners Club International,Diners Club,30049007039028,Porter Danos,545,08/2013,08/2031,10,7853,187100
VI,Visa,Chase,4838931230694065,Tiffany R Mcpherson,863,03/2012,03/2014,21,7904,61600
VI,Visa,Bank of America,4973430865901106,Thurman Bandy,536,09/2008,09/2013,16,6939,90900
DS,Discover,Discover,6453930290445706,Julia M Daniels,877,01/2015,01/2019,20,1643,130100
DC,Diners Club International,Diners Club,36835256367902,Trevor Yamasaki,793,03/2016,03/2026,14,3982,94700
MC,Master Card,Citibank,5220142326356428,Marjorie X Whitfield,212,10/2011,10/2015,21,1991,84900
JC,Japan Credit Bureau,JCB,3535122798692901,Tuan I Kuebler,378,05/2013,05/2032,15,9759,69700
AX,American Express,American Express,373932149069489,Yolanda Y Mullen,4485,01/2007,01/2025,4,0441,94600
DS,Discover,Discover,6011045312707093,Tameika E Herbst,917,02/2016,02/2031,8,8313,165700
AX,American Express,USAA,347148018486968,Stephanie B Freeman,3771,09/2014,09/2020,27,9321,25500
JC,Japan Credit Bureau,JCB,3582433823563732,Harold Wen,518,03/2014,03/2032,3,9296,24200
VI,Visa,Chase,4768189850934907,Derek E Roman,666,08/2016,08/2034,27,9753,189100
VI,Visa,Chase,4713031901816715,Louetta X Whitesel,562,07/2007,07/2021,18,9108,55400
DC,Diners Club International,Diners Club,30976267804214,Judith J Browning,412,12/2015,12/2016,25,3239,74300
MC,Master Card,Wells Fargo,5384024090150033,Sirena D Mortimer,929,03/2013,03/2031,21,1138,11400
AX,American Express,American Express,376370520324586,Paula T Sheppard,7459,05/2008,05/2024,6,5939,64400
DS,Discover,Discover,6011032277135239,Grady I Bowker,543,05/2013,05/2014,15,7916,15400
AX,American Express,American Express,374061816117709,Luis W Hatfield,3736,05/2009,05/2014,17,7218,153500
VI,Visa,Chase,4467802879555065,Emile J Wainwright,246,03/2013,03/2027,24,0493,133900
JC,Japan Credit Bureau,JCB,3574731875951741,Lewis F Miles,124,10/2017,10/2034,11,6499,185200
JC,Japan Credit Bureau,JCB,3556285630000080,Klara F Lattimore,066,09/2017,09/2020,24,2861,136500
AX,American Express,American Express,348625483404542,Matthew F Goodman,9900,12/2011,12/2014,9,5013,97900
DC,Diners Club International,Diners Club,30177395099518,Cheryll L Mann,162,07/2014,07/2021,19,1720,186100
DS,Discover,Discover,6550000196504022,Stephen Z Trevino,781,12/2011,12/2014,5,1482,39500
AX,American Express,USAA,348069557970155,Marge E Borba,3017,09/2007,09/2024,22,4419,18500
JC,Japan Credit Bureau,JCB,3543137304612417,Vernon Robbins,826,08/2013,08/2032,23,3318,73800
MC,Master Card,Citibank,5425318992121691,Melody Q Carnahan,946,01/2010,01/2012,19,0360,109000
VI,Visa,PNC,4343083984508048,Pedro O Reeves,636,09/2013,09/2027,24,7392,196200
MC,Master Card,U.S. Bancorp,5479662350749360,Luigi O Fredrick,944,03/2015,03/2023,24,3702,199700
DS,Discover,Discover,6565198331167672,Jamie N Walker,034,04/2015,04/2027,9,6926,94600
JC,Japan Credit Bureau,JCB,3540656116324328,Tracey V Manes,939,01/2013,01/2016,28,7664,111800
DS,Discover,Discover,6011723641683660,Tom X Villarreal,869,08/2009,08/2029,17,3596,39700
VI,Visa,U.S. Bancorp,4734715585351313,Sanford Tamura,411,05/2015,05/2023,26,3238,20600
MC,Master Card,Bank of America,5185305082185785,Valerie Ware,326,06/2013,06/2027,17,6378,154600
DC,Diners Club International,Diners Club,30491614712003,Lionel B Solberg,109,08/2016,08/2020,5,7631,81000
VI,Visa,Citibank,4963067005586298,Nicholas Y Terrell,977,08/2007,08/2013,7,1226,112600
JC,Japan Credit Bureau,JCB,3544522186237566,Marian I Koop,768,02/2012,02/2015,21,0251,98300
DS,Discover,Discover,6556184365679452,Mike Rasmussen,546,07/2015,07/2018,7,8125,30000
MC,Master Card,Capital One,5185148199881783,Shalon T Green,383,06/2010,06/2019,7,6534,177000
MC,Master Card,Bank of America,5357468929133483,Allen Morse,288,10/2013,10/2016,6,4591,135300
AX,American Express,American Express,346101247706087,Latasha B Stone,0795,06/2013,06/2023,10,2444,96000
DC,Diners Club International,Diners Club,36918619868806,Andrea L Klein,915,09/2013,09/2021,7,7182,77700
DC,Diners Club International,Diners Club,30206066086452,Alexia Doris,503,07/2016,07/2035,2,4950,148700
VI,Visa,Chase,4942014831193127,Shawn Gardner,320,12/2014,12/2033,20,5077,113100
DC,Diners Club International,Diners Club,30327427050589,Jamie Shattuck,070,11/2011,11/2018,10,6281,151500
JC,Japan Credit Bureau,JCB,3585914791441602,John T Perry,122,06/2010,06/2016,24,2286,181400
MC,Master Card,Barclays,5219639574019957,Shani U Gunther,746,03/2008,03/2028,16,2297,24600
DS,Discover,Discover,6011239596048361,Yvonne G Vincent,028,03/2010,03/2027,8,7559,161800
DC,Diners Club International,Diners Club,30144675563860,Reba Temples,136,08/2011,08/2013,16,7765,72500
JC,Japan Credit Bureau,JCB,3583595693720839,Amber D Jones,821,01/2013,01/2017,20,3549,74600
AX,American Express,American Express,374269381196608,Eugenia J Phelps,5498,10/2012,10/2031,24,3862,93100
DS,Discover,Discover,6011540954325014,Zachary U Larsen,168,07/2013,07/2015,10,9301,189200
DC,Diners Club International,Diners Club,30541318976302,Jolyn C Kepner,265,10/2008,10/2024,26,5723,99700
VI,Visa,Bank of America,4546267897971535,Warren E Bolton,889,11/2008,11/2013,1,2617,92700
DS,Discover,Discover,6011687259412557,Marlys O Gratton,064,12/2016,12/2017,26,0332,167900
DS,Discover,Discover,6011991969827009,Carrie Y Brooks,019,01/2011,01/2014,10,1371,195500
AX,American Express,American Express,370358560740601,Scarlett P Mcneel,7233,06/2012,06/2029,18,7584,196900
DC,Diners Club International,Diners Club,30910385075100,Holly O Kent,709,02/2017,02/2036,8,5327,70700
AX,American Express,American Express,373967552271875,Deloris Q Mizelle,7120,06/2011,06/2027,5,9823,42900
MC,Master Card,Barclays,5405240289938211,Leon G Cook,792,02/2015,02/2029,19,2536,50300
DS,Discover,Discover,6545810914646915,Cornelia Paxton,415,04/2007,04/2023,15,7664,149300
JC,Japan Credit Bureau,JCB,3567481094332658,Carolyn Roach,109,07/2011,07/2027,1,6858,189900
DC,Diners Club International,Diners Club,30555715287782,Garfield U Petri,792,09/2010,09/2019,21,2419,184300
AX,American Express,American Express,346724770152930,Doris B Hahn,4545,02/2017,02/2025,13,5680,77900
DC,Diners Club International,Diners Club,39186029479336,Soledad Fecteau,228,03/2008,03/2018,20,7942,88900
DS,Discover,Discover,6225825598102321,Dustin Cooper,969,02/2013,02/2026,28,9395,160800
DS,Discover,Discover,6011706361280320,Russel Kautz,042,10/2009,10/2021,12,7193,189000
AX,American Express,American Express,341347570318090,Rodney E Richardson,4003,12/2009,12/2028,1,6701,169200
VI,Visa,Chase,4497212869155641,Emmitt M Shope,456,08/2015,08/2025,15,1347,117700
VI,Visa,Cabela’s WFB,4668645211644361,Eric Q Mayo,463,08/2011,08/2025,9,2279,165100
VI,Visa,PNC,4898658578328785,Bernard Q Freel,120,01/2017,01/2023,15,1748,141700
VI,Visa,Chase,4778008182882709,Ann G Duffy,919,06/2012,06/2027,26,5922,81300
VI,Visa,Cabela’s WFB,4030547163286582,Aurea Kerrigan,171,12/2017,12/2026,16,7534,167600
JC,Japan Credit Bureau,JCB,3535048742716902,Emma V Harmon,891,05/2007,05/2010,6,4665,133700
MC,Master Card,Citibank,5236815161102526,Eusebio I Smedley,177,01/2013,01/2020,6,4239,119300
AX,American Express,USAA,349537792259997,Dale D Harrington,6696,04/2015,04/2024,5,1995,166000
VI,Visa,Chase,4955979464958547,Maximo K Stephens,280,03/2010,03/2017,5,1171,98600
MC,Master Card,Barclays,5408370630044919,Rachel A Stout,412,01/2016,01/2018,20,0681,22700
VI,Visa,GE Capital,4055286678996233,Wayne I Theodore,282,10/2010,10/2023,2,7912,122300
DC,Diners Club International,Diners Club,30463608368795,Julie C Riddle,414,10/2009,10/2024,18,8311,53200
MC,Master Card,Capital One,5263944097606529,Meda Rippeon,243,07/2014,07/2019,27,2714,34800
MC,Master Card,Citibank,5302777016728203,Francisco F King,076,09/2009,09/2017,26,7080,137700
JC,Japan Credit Bureau,JCB,3563125973863143,Raymon Thrailkill,784,11/2009,11/2025,22,8132,54400
DS,Discover,Discover,6011855242999150,Leroy I Sweeney,019,08/2007,08/2025,22,1901,44300
DS,Discover,Discover,6011761156455173,Mallie G Tompson,506,05/2011,05/2028,26,1693,176800
DC,Diners Club International,Diners Club,30330417291619,Mark G Hayden,789,11/2014,11/2016,4,3399,173700
DS,Discover,Discover,6011265635005765,Illa R Hazelwood,147,03/2012,03/2023,6,1914,128700
JC,Japan Credit Bureau,JCB,3576917544721882,Jean V Hanson,410,01/2017,01/2033,18,4846,81600
AX,American Express,USAA,378121907638074,Henriette I Rall,7415,07/2011,07/2012,9,2490,91900
JC,Japan Credit Bureau,JCB,3574592365127048,Margaret Whitley,043,03/2014,03/2034,15,4613,15000
VI,Visa,Chase,4137028741187750,Karan O Carbonell,085,10/2007,10/2018,17,9954,182400
AX,American Express,American Express,377874497930548,Tiffany B Bradshaw,5516,09/2015,09/2030,26,8181,95600
VI,Visa,Cabela’s WFB,4014430666449553,Margarito Z Ashcroft,795,08/2016,08/2032,6,2624,142900
AX,American Express,American Express,348590218130327,Vernon E Foster,7662,04/2007,04/2013,27,6295,10400
DS,Discover,Discover,6011199010109829,Maximo Y Spada,014,12/2015,12/2016,6,1160,178000
JC,Japan Credit Bureau,JCB,3552198206665083,Keith J Gill,229,10/2009,10/2018,16,8304,20000
DS,Discover,Discover,6224711654521003,Agatha Fetterman,683,04/2008,04/2012,2,3527,113000
DS,Discover,Discover,6011713722942671,Eva D Waters,087,04/2009,04/2025,3,2268,157400
MC,Master Card,Citibank,5248166761469410,Morris U Noles,387,08/2015,08/2029,26,9687,183200
DS,Discover,Discover,6011195789613033,Lee J Savage,741,06/2009,06/2014,13,5879,44200
VI,Visa,USAA,4076434602479448,Darwin Tarvin,051,05/2011,05/2029,19,3832,158900
DC,Diners Club International,Diners Club,30582243701027,Leo O Heath,455,09/2011,09/2015,18,4765,92500
DS,Discover,Discover,6445384601272717,Britni H Briner,258,01/2014,01/2021,9,4464,17000
VI,Visa,Chase,4195738000357162,Monica D Everett,487,12/2008,12/2014,8,7245,152600
AX,American Express,American Express,375286167680513,Jacqualine H Olivares,3026,11/2011,11/2024,8,5147,101200
JC,Japan Credit Bureau,JCB,3544918838955854,Jeremy Y Wilkerson,363,08/2014,08/2023,28,7083,80600
DS,Discover,Discover,6011126856322349,Clinton B Nissen,217,04/2013,04/2022,2,1226,84500
DS,Discover,Discover,6011225373821104,Bertha Marks,949,12/2008,12/2018,22,8320,92400
JC,Japan Credit Bureau,JCB,3554690150393959,Sandy X Thrush,161,01/2014,01/2018,25,0341,92700
DC,Diners Club International,Diners Club,30439263813598,Marjorie Blankenship,773,04/2012,04/2028,3,8737,150700
DS,Discover,Discover,6011951924963778,Twanna Hopper,119,12/2009,12/2018,7,7045,167900
VI,Visa,Cabela’s WFB,4372033775971438,Phyllis G Downs,246,01/2012,01/2015,6,1010,148500
DS,Discover,Discover,6011746892785298,Terresa X Rowell,980,04/2014,04/2023,2,4326,193400
MC,Master Card,Chase,5427782664959381,Cathy Bond,838,06/2016,06/2030,11,3123,39600
JC,Japan Credit Bureau,JCB,3585781721108902,Edgar J Rasheed,139,11/2011,11/2021,5,7366,166300
VI,Visa,Bank of America,4120017387983191,Theresa U Neal,855,07/2011,07/2020,2,2111,65500
VI,Visa,Bank of America,4747786168453847,Savanna Staudt,786,01/2010,01/2025,19,7333,183600
AX,American Express,American Express,344093553541525,Beverly Y Beck,4309,08/2009,08/2010,9,7668,133000
DS,Discover,Discover,6227155908859669,Carrie O Laskowski,974,05/2015,05/2026,16,5530,122100
MC,Master Card,Chase,5135957795490935,Pedro I Joseph,475,10/2013,10/2026,27,4720,107800
DS,Discover,Discover,6011125903376688,Odilia X Colegrove,626,02/2017,02/2026,3,0699,184600
DS,Discover,Discover,6469047286683877,Paul Wall,377,12/2011,12/2031,19,6489,173800
MC,Master Card,Chase,5225079540327444,Mitchel Lobel,223,06/2013,06/2023,15,4813,105600
VI,Visa,Chase,4681383981478488,Rosa P Bradshaw,955,10/2011,10/2028,27,2139,76800
DS,Discover,Discover,6011151046695933,Bibi S Ballew,929,12/2007,12/2025,19,5145,186500
VI,Visa,Chase,4312547203034603,Megan Y Combs,218,01/2017,01/2024,20,5548,108700
MC,Master Card,GE Capital,5180296684858686,Loyd F Reulet,216,09/2016,09/2030,10,2951,146300
JC,Japan Credit Bureau,JCB,3562561762671266,Juan Mays,731,07/2012,07/2028,23,4280,85800
AX,American Express,American Express,348996836456855,Natalia O Deshields,6997,10/2017,10/2026,6,1556,193700
DC,Diners Club International,Diners Club,30323438086134,Alvin Z Walton,368,02/2010,02/2030,28,0310,31500
DS,Discover,Discover,6011783531355712,Carter L Groves,188,08/2007,08/2022,4,9176,22200
DS,Discover,Discover,6011278918337060,Jason F Dunn,116,06/2008,06/2014,26,6573,52500
VI,Visa,USAA,4975450771020617,Alonso R Brendel,053,02/2009,02/2026,27,4268,37700
JC,Japan Credit Bureau,JCB,3576574630566869,Sandra N Petersen,007,04/2007,04/2027,23,5897,174300
AX,American Express,American Express,370258824955922,Pasquale X Baratta,3740,05/2012,05/2017,21,3745,46700
DC,Diners Club International,Diners Club,30114934089379,Louise P Bradshaw,781,02/2007,02/2015,3,1373,188600
DC,Diners Club International,Diners Club,30272201796348,Roman B Moser,614,06/2008,06/2027,20,6843,188100
DC,Diners Club International,Diners Club,36654668025655,Larry W Medina,940,09/2010,09/2013,23,9746,185600
JC,Japan Credit Bureau,JCB,3568124759135219,Emmie I Steffens,927,08/2011,08/2018,5,9973,193000
JC,Japan Credit Bureau,JCB,3561042492858011,Rick K Lynn,526,04/2013,04/2017,25,1864,16900
JC,Japan Credit Bureau,JCB,3541784545008053,Harmony J Ristau,368,03/2011,03/2018,9,0354,139800
MC,Master Card,Capital One,5116888674741481,Darrell K Simmons,452,11/2011,11/2027,18,6766,167400
MC,Master Card,Bank of America,5198423524336695,Magaly M Owsley,920,07/2016,07/2019,4,8759,24800
AX,American Express,U.S. Bancorp,376075075945111,Pamela Nieves,5656,10/2011,10/2023,25,8466,97200
JC,Japan Credit Bureau,JCB,3589514828786437,Lona P Presnell,489,02/2015,02/2029,2,4163,78900
DS,Discover,Discover,6011868449950041,Dana Jackson,983,05/2010,05/2029,8,6991,47800
JC,Japan Credit Bureau,JCB,3528930502903300,Ana R Defazio,072,04/2015,04/2019,17,5625,197100
JC,Japan Credit Bureau,JCB,3557298822901287,Steve U George,549,08/2012,08/2028,16,7743,187300
DS,Discover,Discover,6011415154867265,Vergie Lisenby,396,08/2007,08/2026,25,9207,126000
VI,Visa,Cabela’s WFB,4525072796441258,Jeremy Y Hughes,819,09/2007,09/2017,5,5740,142800
AX,American Express,American Express,372696095112350,Cleo S Blow,0455,05/2015,05/2030,28,0242,11400
DC,Diners Club International,Diners Club,30065315964095,Juan C Miller,583,02/2013,02/2021,8,3806,113600
MC,Master Card,Barclays,5476502797632477,Cuc B Oloughlin,796,06/2012,06/2031,8,3774,195800
MC,Master Card,Chase,5102111427073151,Victoria Baird,801,08/2007,08/2022,26,6268,54300
VI,Visa,Citibank,4832799752961295,Alison H Branan,896,02/2015,02/2034,13,8463,151300
AX,American Express,American Express,373420799908180,Sally M Parks,8968,09/2015,09/2018,6,2222,118500
AX,American Express,American Express,378289859956446,Brian Gascon,8199,12/2012,12/2022,21,1789,95900
MC,Master Card,Bank of America,5110138680362476,Louise Q Atkinson,285,05/2009,05/2016,28,4931,86800
VI,Visa,Citibank,4185051921526218,Takako Heist,153,11/2016,11/2019,7,6853,142700
VI,Visa,Chase,4117520557325676,Vanessa L Miles,314,04/2010,04/2030,3,6420,114900
DC,Diners Club International,Diners Club,30247821894376,Antonio S Veney,611,12/2008,12/2012,12,3592,51800
AX,American Express,American Express,344832194592037,Richard I Navarro,5085,08/2013,08/2014,26,8832,50500
VI,Visa,First National,4903914794503526,Nestor H Conners,574,04/2015,04/2033,17,9722,44400
MC,Master Card,Chase,5205332427754097,Cindy K Singleton,798,03/2016,03/2020,24,6596,128900
DC,Diners Club International,Diners Club,38406696927461,Yer A Gardin,863,08/2008,08/2026,3,9219,140200
DC,Diners Club International,Diners Club,30142026662894,Lauren G Raymond,002,01/2013,01/2021,16,5986,12500
DC,Diners Club International,Diners Club,30985041233533,Lynetta L Ponds,190,01/2013,01/2027,21,8654,94100
DS,Discover,Discover,6539494621712100,Beverly S Barnett,539,11/2013,11/2026,10,1119,29000
JC,Japan Credit Bureau,JCB,3552888510535002,Dane O Nunnally,616,11/2014,11/2023,6,4187,149000
AX,American Express,American Express,373908773853521,Matthew Howell,4307,08/2013,08/2033,22,7969,145900
DS,Discover,Discover,6486467101225044,Georgetta N Harney,990,08/2013,08/2021,2,4542,22800
AX,American Express,U.S. Bancorp,346484486294068,Ronald P Cameron,5924,09/2010,09/2022,25,0440,64400
VI,Visa,Wells Fargo,4896176618622978,Randy L Rossignol,483,06/2010,06/2016,6,7771,55600
JC,Japan Credit Bureau,JCB,3587492877967046,Vivian Gray,263,05/2017,05/2024,1,5081,54900
JC,Japan Credit Bureau,JCB,3568756823876367,Avis O Mount,351,07/2011,07/2021,21,2116,126500
DC,Diners Club International,Diners Club,30318638318568,Janice Castaneda,786,11/2013,11/2027,15,3494,119000
JC,Japan Credit Bureau,JCB,3531670419404944,Minta Shor,166,03/2009,03/2028,9,3788,172600
VI,Visa,Chase,4317492575353007,Gloria Ross,607,07/2009,07/2029,21,3997,49300
AX,American Express,American Express,344362683726870,Francesca I Tabares,0744,07/2014,07/2017,15,6973,105300
JC,Japan Credit Bureau,JCB,3566368727765829,Margaret W Kinney,258,03/2012,03/2013,21,6610,154300
DS,Discover,Discover,6225117633572753,Genaro Z Pinegar,392,09/2008,09/2026,13,3876,200000
VI,Visa,Capital One,4767963131403895,Gilbert Y Patrick,966,09/2010,09/2025,13,7924,185300
DC,Diners Club International,Diners Club,39284958909074,Colby Reyna,609,03/2011,03/2029,16,5113,40200
MC,Master Card,Chase,5151676779161028,Vanessa K Wheeler,391,11/2013,11/2023,12,4916,128700
DC,Diners Club International,Diners Club,39428562504686,Jamison B Bracero,151,09/2012,09/2024,4,3277,36500
MC,Master Card,Capital One,5155005773504809,Troy Rosa,634,02/2009,02/2013,11,9263,113800
DS,Discover,Discover,6011272161523641,Brunilda H Mina,720,02/2007,02/2008,26,4968,87600
AX,American Express,American Express,345856486418071,Alma F Caldwell,7452,11/2015,11/2030,3,6244,155400
AX,American Express,American Express,379715071796078,Boyd Luu,4033,04/2007,04/2010,5,9120,67200
JC,Japan Credit Bureau,JCB,3571689743055264,Ronnie H Gilmore,972,12/2009,12/2021,12,4756,116900
DS,Discover,Discover,6596321652335701,Mikel V Martel,681,07/2014,07/2016,25,1930,30500
DC,Diners Club International,Diners Club,30469903827104,Paula A Benson,850,10/2017,10/2030,11,7538,137000
VI,Visa,Chase,4840814380460352,Scot Harville,927,01/2015,01/2023,1,1196,168600
VI,Visa,Citibank,4812974790235689,Judith Q Dillon,159,12/2014,12/2031,27,3148,101400
MC,Master Card,Chase,5273842617529312,Lilly M Cranford,085,01/2011,01/2020,25,5387,18200
DC,Diners Club International,Diners Club,30384848991479,Bobby Q Humphrey,299,02/2010,02/2011,17,3760,17700
AX,American Express,American Express,375988454881676,Normand G Boydston,7943,08/2017,08/2025,27,5247,92300
DC,Diners Club International,Diners Club,30385148746091,Manuel L Odom,295,06/2009,06/2025,15,5345,159800
DC,Diners Club International,Diners Club,30316771361239,Katlyn E Arthur,169,01/2017,01/2026,11,8253,22600
DS,Discover,Discover,6228086400079457,George Moses,387,11/2010,11/2022,25,9296,83700
VI,Visa,U.S. Bancorp,4513122564939431,Justina V Dever,626,04/2008,04/2028,28,8740,84900
DC,Diners Club International,Diners Club,30215841815721,Derrick Dudley,546,07/2010,07/2029,2,7064,38700
DC,Diners Club International,Diners Club,30252665647963,Wei R Winslow,365,09/2014,09/2027,7,8997,102800
DS,Discover,Discover,6442924660773312,Gerald P Stafford,980,06/2008,06/2026,8,1860,169500
MC,Master Card,Capital One,5405854489642488,Bonnie Hinson,444,05/2008,05/2019,10,9156,36300
AX,American Express,USAA,374270933164532,Jesus N Kent,4527,05/2009,05/2027,26,3994,175600
VI,Visa,Chase,4583953872109696,Farah B Matsumura,010,01/2017,01/2021,5,6178,146400
DC,Diners Club International,Diners Club,36849171272295,Sam Briggs,478,03/2010,03/2011,4,8905,53700
DC,Diners Club International,Diners Club,30979037906673,Cherly A Poole,384,10/2012,10/2015,3,4762,195200
VI,Visa,First National,4064874436493202,Christine H Fuentes,609,01/2011,01/2025,27,9451,121400
VI,Visa,Chase,4862216269725629,Felton G Dileo,227,02/2017,02/2029,15,5472,39300
VI,Visa,Capital One,4168455631742497,Yolanda K Hurst,838,08/2009,08/2014,27,6524,91300
AX,American Express,American Express,374557874702720,Delmar A Waites,1086,03/2013,03/2015,2,7902,31500
MC,Master Card,Chase,5450451054632293,Maria Stokes,958,03/2010,03/2013,21,4536,52600
DS,Discover,Discover,6574692886976890,George Mahmood,104,11/2017,11/2031,9,9206,71800
VI,Visa,Chase,4346432029802659,Ethel L Hahn,853,11/2017,11/2031,10,0862,182800
AX,American Express,American Express,347127904021519,Rocky F Kalinowski,9009,03/2008,03/2015,27,0771,187800
VI,Visa,U.S. Bancorp,4750433796293238,Bryan C Mcintyre,334,08/2014,08/2016,8,0785,49300
DC,Diners Club International,Diners Club,30000771265620,Mana T Mary,751,11/2009,11/2011,13,8389,63100
DC,Diners Club International,Diners Club,30544829171967,Bonnie O Jimenez,631,07/2011,07/2025,1,2015,122200
MC,Master Card,Capital One,5390435225503692,Sung Lombardi,991,10/2011,10/2016,20,3699,106300
DC,Diners Club International,Diners Club,30261098263074,Micheal Dean,135,04/2008,04/2017,19,5335,181200
