Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
VI,Visa,U.S. Bancorp,6447364306176339719,Watson Skiles,2870,01/2017,08/2021,25,2347,848823
UP,UnionPay,U.S. Bancorp,345828353332370,Joey Larkin,563,06/2006,09/2010,7,6564,642658
VI,Visa,Capital One,5089998141207249,Orville Keeling,259,04/2000,03/2004,13,4824,318644
HC,Hipercard,Wells Fargo,6492027687715482549,Toby Waters,378,02/2009,12/2012,22,1858,630245
HR,Hiper,Wells Fargo,4303833938381126,Bud Labadie,470,01/2000,10/2003,11,9911,647566
AX,American Express,American Express,493698907560242,Mittie Lynch,946,04/2012,03/2017,17,1936,485937
MT,Maestro,Wells Fargo,6375686963035357,Palma Lind,823,06/2008,06/2012,18,7343,322250
MC,Mastercard,GE Capital,6062825975519168,Bruce McGlynn,839,11/2019,02/2024,16,1657,17457
HC,Hipercard,Bank of America,4127522787530925,Josue Lubowitz,273,11/2009,01/2013,26,5913,942525
HR,Hiper,GE Capital,5066989986639,Patsy Abshire,398,08/2000,02/2005,16,7336,425289
EO,Elo,Capital One,622999920815346179,Josh Monahan,638,10/2013,10/2018,19,5179,331027
UP,UnionPay,Barclays,4751565311230259,Zoie Schuppe,270,04/2013,05/2016,24,7822,526874
DS,Discover,Discover,6507274398559969,Ebba Howe,920,10/2005,12/2008,10,7397,815649
EO,Elo,Barclays,3642312850749056708,Virginie Lubowitz,356,02/2016,06/2020,4,8050,217226
AX,American Express,American Express,6500310650589638,Virgil Kihn,363,12/2013,02/2017,15,8756,161068
HR,Hiper,Barclays,6446546261904859,Reanna Bode,830,02/2020,12/2024,1,8052,600357
JC,JCB,Japan Credit Bureau,6205042729896557,Vincent Cummings,180,08/2018,12/2022,14,2896,248907
MT,Maestro,Barclays,6375684347456209,Rylee Smitham,193,06/2016,10/2020,22,6128,604222
MT,Maestro,U.S. Bancorp,4573933746239632,Dorcas Hansen,529,12/2004,11/2009,21,1101,438788
DS,Discover,Discover,375492301639098,Graham Trantow,775,01/2007,07/2011,20,3917,768428
JC,JCB,Japan Credit Bureau,346444528255121,Deanna Hagenes,939,03/2017,01/2022,19,9596,526118
JC,JCB,Japan Credit Bureau,813237433487670,Eduardo Breitenberg,282,07/2003,03/2008,8,1836,529262
DS,Discover,Discover,6498618011604269168,Julianne Kunze,432,12/2009,04/2013,13,7280,275371
JC,JCB,Japan Credit Bureau,379760299935488,Erling Daniel,8897,11/2009,01/2014,7,2743,169945
HR,Hiper,Bank of America,379629516195335,Twila McGlynn,190,01/2017,11/2021,18,8015,137551
HR,Hiper,Capital One,375425975936697,Daphne Cassin,622,05/2020,01/2025,12,6399,551652
DS,Discover,Discover,2236348461968484,Gabrielle Medhurst,7777,09/2006,11/2009,13,6119,45503
DS,Discover,Discover,6062829606404428,Fausto Herman,225,06/2012,05/2017,18,8114,290866
HR,Hiper,Barclays,6507204524069476,Krista Reinger,415,11/2013,11/2017,5,8741,835748
AX,American Express,American Express,3675686824788940955,Jennifer Kohler,485,02/2005,08/2009,18,3501,790922
MT,Maestro,Capital One,6011524146019651,Billy Pacocha,576,09/2019,01/2024,9,5211,398402
EO,Elo,Barclays,377533484053967,Bridgette Waters,829,12/2015,08/2019,23,4107,992190
HC,Hipercard,Bank of America,3964797997819999,Cora Sawayn,133,02/2016,05/2019,16,8316,271672
VI,Visa,Barclays,3528270468386225857,Hassan Blick,5979,11/2011,01/2015,27,9472,213154
EO,Elo,U.S. Bancorp,6500333313676808,Lucas Howell,720,12/2009,12/2013,1,3887,139892
DS,Discover,Discover,2375500525873198,Elvie Ankunding,710,06/2019,05/2023,17,2762,119514
JC,JCB,Japan Credit Bureau,62770036630470369,Carmella Volkman,499,12/2000,06/2004,10,6966,901029
MT,Maestro,Bank of America,2221045407823511,Cordia Halvorson,102,04/2011,07/2014,24,7756,956285
EO,Elo,Barclays,6376096171300917,Ephraim Hermiston,442,09/2019,03/2024,11,8176,175485
HR,Hiper,Capital One,6499711713458807,Estevan Hartmann,219,03/2002,09/2006,3,4077,266167
DS,Discover,Discover,3589156610108618,Agnes Johns,339,01/2017,02/2020,6,2135,337535
MC,Mastercard,GE Capital,4595867661805379,Neil Reichert,786,02/2004,04/2008,7,1218,847156
HC,Hipercard,Chase,3059811752598494,Rita Schneider,7945,08/2010,11/2013,13,4983,908838
JC,JCB,Japan Credit Bureau,6062820282613424,Eryn Jones,286,04/2007,01/2012,6,5261,199753
MC,Mastercard,Bank of America,6062826275321214,Cheyenne Gulgowski,979,09/2019,12/2023,2,5313,331565
HC,Hipercard,Chase,6062821806173580,Joesph McGlynn,813,02/2009,01/2014,1,7586,553677
JC,JCB,Japan Credit Bureau,377688344594459,Camden Hackett,352,01/2011,11/2014,4,4866,634013
HR,Hiper,Wells Fargo,36325892799189,Diego Kutch,2161,08/2008,03/2012,24,6761,355912
MC,Mastercard,Capital One,4710073382131639,Lilyan Hand,956,05/2009,03/2014,2,4797,913072
AX,American Express,American Express,6375687966202614,Florence Cremin,426,02/2013,11/2016,8,9134,958575
HR,Hiper,U.S. Bancorp,6507180691404458,Noah Abbott,354,01/2014,11/2018,11,9921,822543
MT,Maestro,GE Capital,4573935205042118,Queenie Collins,147,11/2017,04/2022,24,7149,301252
EO,Elo,U.S. Bancorp,2236904549279177,Jevon Volkman,819,05/2009,01/2014,17,5626,224332
HC,Hipercard,Capital One,6062823320391565,Sarai Zboncak,896,05/2019,06/2023,13,8559,512015
HC,Hipercard,Barclays,345010135282195,Tania Cassin,706,09/2002,08/2006,4,7189,947564
DC,Diners Club,Diners Club International,5102969500889862,Alden Schimmel,685,01/2005,02/2008,25,8545,786913
MT,Maestro,Wells Fargo,6507000420498508,Vergie Herzog,710,01/2001,03/2005,5,8778,646797
JC,JCB,Japan Credit Bureau,2613731228472630,Burnice Schultz,723,01/2001,11/2005,16,3457,17551
MT,Maestro,Capital One,3050943358407636269,Barry Parisian,993,11/2014,04/2019,10,6220,854091
UP,UnionPay,Bank of America,6550009055562211,Tobin Price,153,06/2016,08/2019,15,1425,493797
VI,Visa,Capital One,358925920792293204,Linnie Cremin,278,07/2011,06/2016,19,8750,266814
HC,Hipercard,GE Capital,6062827556391660,Lavina Mitchell,405,10/2002,02/2006,9,4579,705749
AX,American Express,American Express,3663187144989743,Glennie Homenick,226,05/2017,03/2022,27,5803,641246
JC,JCB,Japan Credit Bureau,5997328450320548435,Curtis Hyatt,101,04/2007,10/2011,22,6793,312244
MC,Mastercard,Wells Fargo,6445514839487659,Eva Gibson,658,09/2019,02/2023,3,5497,907792
JC,JCB,Japan Credit Bureau,4144768743456809,Lupe Wunsch,291,04/2005,05/2009,23,2610,550078
AX,American Express,American Express,213124359947949731,Alba Kautzer,538,08/2019,10/2022,14,5178,41792
VI,Visa,U.S. Bancorp,6062821613296608,Vernon Blanda,680,03/2010,09/2013,3,6735,644329
MT,Maestro,Capital One,620343262647547980,Frederic Kling,892,10/2017,01/2022,26,4043,649587
DS,Discover,Discover,6376094188792382,Simeon Adams,157,01/2005,04/2009,12,3196,913773
AX,American Express,American Express,4514167839982145,Madeline Wyman,294,12/2001,09/2005,27,1357,644020
EO,Elo,Capital One,6011910731431064,Ted Mills,840,10/2015,07/2020,1,2435,532824
DS,Discover,Discover,49369880866498,Karen Murazik,246,08/2015,08/2019,23,1012,543318
MT,Maestro,Barclays,6376095546884720,Oleta Bartoletti,572,06/2016,03/2021,22,3172,818301
AX,American Express,American Express,347280746073881,Jaiden Jones,941,06/2016,08/2019,14,5457,451200
HC,Hipercard,Bank of America,2717547842894230,Electa Zieme,818,10/2012,10/2016,10,7720,158010
EO,Elo,Chase,2709409627607396,Matteo Klein,792,03/2011,10/2015,13,8677,871323
DC,Diners Club,Diners Club International,30551141332664,Jermaine Powlowski,692,08/2013,06/2018,14,2401,831704
EO,Elo,U.S. Bancorp,4981130547409698,Maci Boehm,293,04/2018,12/2022,20,7376,568919
EO,Elo,Wells Fargo,6062821646784778,Mona Veum,5786,11/2016,07/2021,12,2187,448619
MC,Mastercard,Bank of America,375517158702910,Nayeli Jakubowski,917,08/2019,08/2024,11,3300,766156
MC,Mastercard,Wells Fargo,6448312393972464,Johann Gusikowski,708,03/2007,07/2010,17,7537,986984
JC,JCB,Japan Credit Bureau,6370951887325267,Ladarius Durgan,876,06/2005,07/2008,25,3972,647820
AX,American Express,American Express,2291817386236294,Darrel Durgan,202,05/2010,06/2014,4,9250,159785
DC,Diners Club,Diners Club International,4522945036210117,Katrina Thiel,968,11/2013,01/2018,6,6291,447780
DC,Diners Club,Diners Club International,3589025718169252878,Maurine Crona,3029,06/2015,07/2018,21,3613,462059
AX,American Express,American Express,39512602820788,Libby Borer,922,04/2011,10/2015,17,4367,382797
MT,Maestro,GE Capital,352869799702535164,Roosevelt Parisian,741,04/2010,12/2014,7,7961,904649
DC,Diners Club,Diners Club International,2712553776641394,Ford Reynolds,847,05/2016,10/2020,26,4766,677348
JC,JCB,Japan Credit Bureau,6550212190781221,Burley Kirlin,944,02/2002,03/2006,14,2507,404903
EO,Elo,Capital One,2720689561646899,Sarina Hackett,411,10/2008,01/2013,22,9723,280233
MT,Maestro,Barclays,379626143405210,Angie Schmeler,647,07/2020,07/2025,19,2409,318843
HR,Hiper,GE Capital,6376125322509140,Yazmin Bergstrom,577,04/2002,07/2005,3,4652,160749
AX,American Express,American Express,6370954426999139,Amber Weissnat,298,02/2020,05/2023,27,2856,923493
HC,Hipercard,U.S. Bancorp,6375682285362710,Cali Pacocha,589,04/2010,10/2013,6,4396,319225
EO,Elo,GE Capital,21314681722590779,Laverne Funk,996,06/2007,02/2012,16,8076,209396
EO,Elo,Chase,62822626988145189,Moises Little,269,06/2015,01/2020,27,8575,547389
AX,American Express,American Express,6504857172722663,Anjali Windler,728,01/2002,02/2006,22,1153,837989
DC,Diners Club,Diners Club International,345898006473665,Felipa Goldner,619,11/2006,10/2011,4,6432,251322
EO,Elo,Bank of America,1800913290098679652,Zachariah McDermott,273,07/2012,09/2016,6,7406,655805
EO,Elo,Capital One,500000139034117510,Agnes Feil,900,11/2018,03/2022,11,3993,480120
MC,Mastercard,U.S. Bancorp,6011655960722481,Nedra Krajcik,147,08/2005,01/2010,27,6913,359888
DC,Diners Club,Diners Club International,622999146466769,Alexandre Koch,646,07/2012,03/2017,25,2370,966997
DC,Diners Club,Diners Club International,6370951946475152,Damian Mills,121,10/2002,10/2005,8,2092,75371
JC,JCB,Japan Credit Bureau,2701785757537869,Maximillian Boyer,289,04/2004,11/2008,11,3044,435893
EO,Elo,Wells Fargo,213199477975649906,Adaline Goldner,137,10/2010,02/2014,21,1160,882960
UP,UnionPay,Capital One,6376126900840857,Alice Konopelski,675,03/2014,12/2018,3,4404,703711
HR,Hiper,GE Capital,6062820961332205,Deanna Fisher,732,11/2007,04/2012,18,5668,119042
UP,UnionPay,Wells Fargo,6386392503083299,Hope Hilll,325,06/2001,01/2005,8,5190,844294
MT,Maestro,Barclays,30017562465607,Mike Rippin,8350,05/2016,11/2019,24,8728,549905
AX,American Express,American Express,352834129412687703,Santos Lakin,236,07/2008,05/2012,1,5251,316669
HR,Hiper,Bank of America,2703101911007872,Valentina Schowalter,471,11/2014,02/2018,9,3836,416801
HR,Hiper,Wells Fargo,622925669498582,Hubert Kiehn,745,08/2009,10/2012,3,7561,690385
VI,Visa,Bank of America,6567710938632482,Taya Jacobson,218,01/2011,03/2014,21,9323,999620
DC,Diners Club,Diners Club International,6507001370644539,Cristobal Schinner,119,10/2015,10/2018,20,5886,31465
JC,JCB,Japan Credit Bureau,6447744528879521159,Amely Koelpin,710,05/2000,06/2003,4,3869,663581
EO,Elo,GE Capital,30525982745101,Nelda Feeney,742,03/2018,12/2022,3,7534,50257
HC,Hipercard,GE Capital,6441287484350688719,Malachi Schowalter,445,06/2014,07/2018,21,8253,296170
MC,Mastercard,Wells Fargo,2611127889609408,Alberta Braun,768,10/2019,02/2024,20,6239,185506
JC,JCB,Japan Credit Bureau,50677967642004,Stephen Bartoletti,456,12/2020,06/2025,18,1037,335287
AX,American Express,American Express,6491260520109946,Lucinda Mosciski,947,01/2005,03/2008,22,8988,478349
AX,American Express,American Express,6448257907245855508,Demetris Turner,319,04/2005,10/2008,14,5313,483540
HR,Hiper,Bank of America,4139298171325539,Haylie Howe,284,11/2002,09/2007,19,6831,621699
MC,Mastercard,Barclays,6507003870639019,Mina Medhurst,857,06/2007,04/2011,7,6520,292531
HC,Hipercard,Wells Fargo,4228414720757088,Reece West,763,06/2006,12/2010,13,4304,355905
MC,Mastercard,U.S. Bancorp,6277804774517336,Travis Homenick,591,11/2004,08/2008,25,2595,679072
HC,Hipercard,Chase,6220100808568850,Bulah Wyman,962,10/2012,12/2016,10,3800,625981
MT,Maestro,GE Capital,36386363163081,Destini Walker,817,12/2013,02/2017,27,1257,856537
MT,Maestro,Wells Fargo,3051994916115846953,Demetris Turcotte,604,05/2006,10/2009,27,8493,461090
HR,Hiper,Bank of America,343267423784678,Griffin Kutch,814,04/2002,11/2006,4,9837,85237
UP,UnionPay,Chase,5137800429488248,Ferne Shields,755,10/2011,10/2016,5,3319,366165
VI,Visa,Barclays,4812072518512495,Jayne Watsica,2842,08/2005,02/2009,22,5233,966803
HC,Hipercard,Capital One,6062827222584649,Bret Heidenreich,798,11/2009,03/2013,1,3765,380392
HC,Hipercard,Chase,5066987005295726535,Omari Rowe,168,08/2009,10/2012,2,8183,291369
JC,JCB,Japan Credit Bureau,62201062368724,Jaime Kling,539,10/2017,10/2022,19,9978,146870
AX,American Express,American Express,341473358804042,Jettie Koch,390,08/2016,08/2021,9,1078,1880
UP,UnionPay,Chase,50677989990538739,Demetrius Johns,288,06/2018,11/2021,8,9472,357564
DS,Discover,Discover,352801214160065911,Wilma Block,155,11/2020,09/2024,3,9637,532288
AX,American Express,American Express,6516798867611207,Burdette Rutherford,360,08/2010,12/2013,13,3257,409000
HC,Hipercard,U.S. Bancorp,6442535546364876,Isac Collier,5478,06/2010,12/2013,23,9395,92588
DC,Diners Club,Diners Club International,2619827433562696,Mitchel Ruecker,850,05/2016,09/2020,9,6105,532373
AX,American Express,American Express,6370952445184972,Josianne Farrell,579,01/2012,07/2015,17,6924,829565
JC,JCB,Japan Credit Bureau,3528665619880195,Camron Cremin,174,09/2011,10/2015,17,1162,124366
UP,UnionPay,Chase,3528991754746193,Jacinto Bednar,831,12/2006,03/2010,20,9011,290782
MC,Mastercard,U.S. Bancorp,3623358001441735,Don Hammes,236,05/2003,02/2008,18,4827,189276
EO,Elo,Barclays,6491261516240752901,Sofia Dietrich,1668,02/2008,04/2012,19,9531,737025
UP,UnionPay,Bank of America,180018428585617809,Austin Kub,490,10/2005,06/2009,13,8044,941227
HR,Hiper,U.S. Bancorp,4143878663877289,Corrine Mante,519,10/2013,05/2017,9,8879,806845
MT,Maestro,Wells Fargo,6449256981937877,Jackie Leffler,528,10/2015,04/2019,18,9655,823928
MT,Maestro,Barclays,626873232422281,Louisa Schaden,202,01/2012,10/2016,6,6773,304412
HR,Hiper,GE Capital,340363927740218,Sibyl Mueller,4312,05/2008,05/2012,22,7706,631278
MC,Mastercard,Barclays,4312741003123175,Amie Schaden,455,11/2000,01/2004,7,1266,330076
DS,Discover,Discover,4576327503457999,Jacey Casper,788,07/2014,10/2018,23,8626,404321
HC,Hipercard,Bank of America,6440481396616218,Adolph Schuster,712,08/2015,10/2019,7,3931,226783
DC,Diners Club,Diners Club International,6449262630925473332,Margaret Ebert,441,10/2010,01/2014,7,8424,255737
JC,JCB,Japan Credit Bureau,6376124236542123,Myrtie Harber,941,10/2009,02/2013,17,2227,898013
MT,Maestro,Barclays,180093362678068851,Leonardo Maggio,674,02/2011,11/2015,23,6371,26430
EO,Elo,Chase,35892375535978939,Dena Wisoky,866,08/2011,04/2015,12,5368,217349
DS,Discover,Discover,1800386655453546233,Jaden Satterfield,3887,08/2009,12/2012,26,8677,733094
HC,Hipercard,Barclays,347277759024777,Elissa Collins,492,01/2020,08/2024,26,3158,754663
HC,Hipercard,Capital One,6208506582695865,Antonia Lynch,6296,03/2003,06/2006,8,9506,8391
MT,Maestro,GE Capital,6062823021973802,Anastasia Corkery,949,11/2020,12/2023,25,5092,874430
MC,Mastercard,Capital One,378093176924479,Kristoffer Dickinson,706,02/2016,05/2019,21,9383,873940
HR,Hiper,GE Capital,347769349115073,Chester Yundt,612,01/2020,10/2024,23,5670,86633
DS,Discover,Discover,6449459092823891,Vallie Oberbrunner,726,07/2017,10/2020,5,6193,450228
UP,UnionPay,Capital One,813244642306333767,Roslyn Swaniawski,214,04/2020,01/2025,16,5633,459390
JC,JCB,Japan Credit Bureau,6376121130644872,Lucas Gleason,908,04/2003,01/2008,3,1475,527369
JC,JCB,Japan Credit Bureau,629265103964212037,Nikko Collier,360,01/2010,12/2013,15,4469,549104
VI,Visa,Bank of America,2131649871820611566,Eveline Kris,717,04/2016,03/2020,13,4989,370054
HC,Hipercard,Chase,6516505514919181288,Jarrett Block,723,05/2018,06/2021,22,6878,313527
DS,Discover,Discover,4573934568735897,Alanis Moen,332,07/2002,09/2006,25,9804,912806
DS,Discover,Discover,4131864147798238,Anabelle Labadie,803,06/2015,09/2018,18,1381,231966
JC,JCB,Japan Credit Bureau,6011078536831639,Ariel Carter,114,11/2014,10/2019,6,2209,297411
HR,Hiper,Bank of America,2625495078107029,Rosanna Hane,567,09/2007,12/2011,20,6021,624662
EO,Elo,Chase,56996078095084319,Katheryn Tromp,678,06/2014,01/2019,22,3912,924109
DS,Discover,Discover,2351007203871518,Ahmad Murazik,691,09/2010,10/2014,5,8900,863210
MC,Mastercard,Chase,2221335911747094,Candice Green,400,10/2008,11/2011,5,4475,810753
UP,UnionPay,GE Capital,2229627150296524,Bettye Ondricka,667,01/2011,03/2014,1,1507,518074
MC,Mastercard,U.S. Bancorp,561539707875095334,Emery Berge,515,08/2001,11/2005,13,5394,973226
DC,Diners Club,Diners Club International,6011187805733288375,Damien Kirlin,789,12/2009,11/2013,6,9946,820952
DS,Discover,Discover,6062820515971052,Jaquelin Emmerich,721,05/2001,06/2005,22,2294,79680
JC,JCB,Japan Credit Bureau,4921077689709885,Elvera Hills,603,08/2016,11/2019,12,7184,252086
DC,Diners Club,Diners Club International,6376129750462897,Nestor Konopelski,321,12/2003,04/2008,20,9871,674496
HC,Hipercard,Wells Fargo,50669846394009164,Jamar Terry,337,11/2013,07/2018,11,3094,177951
MT,Maestro,Chase,6563213650301786,Ila Zieme,671,02/2015,10/2019,3,9642,375338
DC,Diners Club,Diners Club International,371334786674014,Trisha Spencer,682,04/2006,06/2009,18,4774,530487
JC,JCB,Japan Credit Bureau,376169190474816,Vladimir Ruecker,142,08/2015,12/2019,4,1480,66546
UP,UnionPay,Chase,622051918349402828,Ephraim Marquardt,906,02/2017,04/2021,21,1103,612302
VI,Visa,Chase,6574473163699740322,Carmella Turner,554,06/2011,02/2016,11,9071,512158
JC,JCB,Japan Credit Bureau,6375999457967385,Reyes King,5885,06/2012,11/2015,9,2964,551053
JC,JCB,Japan Credit Bureau,6062824088851329,Augustine Schroeder,791,09/2006,11/2009,7,8058,640041
UP,UnionPay,Barclays,6449084065769192,Freeda Ebert,995,12/2011,02/2016,6,5150,152137
EO,Elo,Wells Fargo,4377941368586501,Danny Lakin,604,12/2002,05/2006,4,9008,131964
AX,American Express,American Express,35281457531774428,Maiya Zieme,222,07/2019,05/2023,14,1591,774690
VI,Visa,Capital One,358978581949585573,Desiree Carter,767,07/2015,07/2018,1,1950,517699
AX,American Express,American Express,375929696558755,Charity Schroeder,829,06/2017,08/2021,10,2389,807620
DC,Diners Club,Diners Club International,4011794062605305,Mitchell Davis,999,04/2014,04/2017,26,6609,59775
DS,Discover,Discover,6376097814096797,Fredrick Sporer,344,01/2004,09/2008,9,2414,353171
DC,Diners Club,Diners Club International,6011932761067477,Kristoffer Parisian,3206,04/2000,01/2005,7,7784,253951
AX,American Express,American Express,4941375946407236,Aurelia Schowalter,747,07/2001,05/2005,13,9188,491686
VI,Visa,U.S. Bancorp,4780323924570249,Lauren Johns,431,08/2000,04/2005,13,1537,710131
AX,American Express,American Express,6496885478433255,Emil Tromp,539,12/2003,09/2008,17,9440,30322
HR,Hiper,Capital One,508999864794508,Dorcas Runolfsdottir,170,02/2013,02/2016,23,2209,310143
MT,Maestro,Barclays,4172233702629628,Alanna Pollich,453,06/2017,09/2020,4,6826,639616
MT,Maestro,GE Capital,35288985630775634,Trenton Grant,321,10/2006,02/2010,23,6219,641782
AX,American Express,American Express,62382441501308,Tressie Skiles,490,05/2015,11/2018,2,6137,378757
HR,Hiper,Chase,4625010930906348,Janessa Weimann,915,10/2011,02/2016,14,6871,589937
HR,Hiper,Bank of America,4745951620848990,Otho Stracke,328,04/2013,08/2016,8,3687,643754
MC,Mastercard,Capital One,3892068114332564,Rafaela Murazik,708,03/2003,12/2007,13,3409,559822
MT,Maestro,Capital One,38259839781216,Arvel McClure,500,10/2006,05/2011,16,2772,926553
MC,Mastercard,U.S. Bancorp,6500313301511803,Lambert Abshire,776,12/2016,05/2021,23,2779,971586
MT,Maestro,Barclays,81106511402769938,Tom Fritsch,805,03/2010,10/2013,18,5247,348531
VI,Visa,Wells Fargo,21317023665801342,Santina Zieme,316,11/2005,07/2010,25,2792,38351
VI,Visa,GE Capital,3528087602484874439,Bennett Wolf,616,07/2013,01/2017,22,6498,973286
DS,Discover,Discover,6347726675596487174,Brady Luettgen,845,03/2016,02/2021,20,5083,92982
HC,Hipercard,U.S. Bancorp,4576322210862565,Gwen Champlin,716,11/2020,06/2025,23,9151,379391
MC,Mastercard,Wells Fargo,6507220029632139,Jaleel Hahn,640,09/2018,12/2022,10,5762,742191
JC,JCB,Japan Credit Bureau,493698178552,Darian Dooley,629,11/2009,05/2013,6,9032,360468
AX,American Express,American Express,6229995557454233813,Sadye Schamberger,748,03/2010,08/2013,9,7423,920268
MC,Mastercard,Capital One,6570372947263155929,Ruth Oberbrunner,574,11/2013,02/2018,4,7808,651596
DC,Diners Club,Diners Club International,5527342635079022,Bette Leannon,471,10/2000,12/2003,11,7527,911234
HR,Hiper,Capital One,6375680883496526,Bettye Hansen,306,09/2000,08/2004,24,2742,378341
MC,Mastercard,Wells Fargo,4731860111965526,Hyman Yundt,998,07/2008,07/2011,26,1892,859158
MT,Maestro,Wells Fargo,622010260727299,Mariam Leffler,285,06/2000,03/2005,22,6812,453137
MT,Maestro,Wells Fargo,4042026627618553,Darrick Nikolaus,949,07/2014,06/2019,19,2752,550994
EO,Elo,Bank of America,349751969337557,Sibyl Bode,627,12/2009,01/2014,10,6294,105948
EO,Elo,Barclays,3589637185226795309,Elwin Wilderman,514,07/2007,05/2011,23,2371,329628
AX,American Express,American Express,2629432596465718,Braulio Rutherford,482,08/2011,10/2014,23,3922,769100
DC,Diners Club,Diners Club International,622072731431048184,Lambert Thiel,663,09/2005,08/2010,26,2085,302006
HC,Hipercard,Bank of America,30519502933248,Cordia Aufderhar,118,11/2002,11/2005,12,8775,188756
MT,Maestro,Bank of America,6376095826641980,Russell Kautzer,255,07/2015,03/2020,12,8218,755938
VI,Visa,Wells Fargo,5500222473827248,Bria Hudson,752,04/2007,09/2011,13,4802,682307
VI,Visa,Capital One,4140860808528418,Thomas Feeney,837,04/2018,03/2023,27,1687,99134
DS,Discover,Discover,6062820103375922,Melyssa Senger,732,05/2011,06/2015,9,8115,766351
VI,Visa,U.S. Bancorp,352813150496840997,General Pfannerstill,817,06/2014,03/2018,5,1124,710122
HR,Hiper,Barclays,3000826389600109,Nickolas Mayer,498,09/2005,07/2009,1,3738,463225
MC,Mastercard,Capital One,4389351184100840,Celine Ratke,989,12/2002,08/2006,16,8617,93024
HC,Hipercard,Wells Fargo,348891195380319,Mabel Lind,754,11/2004,12/2008,7,4054,582110
DC,Diners Club,Diners Club International,6509786886299293,Kaci Kessler,467,01/2000,10/2004,22,5746,914244
HC,Hipercard,Wells Fargo,377412223377377,Yolanda Dicki,134,11/2005,12/2009,15,7128,691719
UP,UnionPay,Barclays,6507002622853159,Vicky Morissette,317,12/2001,11/2005,3,3701,293850
AX,American Express,American Express,3056729610923527,Cornell Beahan,761,11/2014,06/2019,4,6376,905329
MT,Maestro,U.S. Bancorp,2221291673894709,Norval Fisher,187,01/2013,01/2017,12,9655,4835
HR,Hiper,Capital One,6588666840394626909,Dayna Adams,643,11/2019,11/2023,3,5483,480342
HR,Hiper,Barclays,6375991302979038,Augusta Rowe,482,02/2010,06/2013,2,2810,487337
MC,Mastercard,Bank of America,6011063459282835209,Christine Stark,532,08/2013,10/2017,14,7550,603326
HR,Hiper,U.S. Bancorp,3671992035819184947,Preston Harber,511,09/2010,01/2015,20,9372,364037
MC,Mastercard,Wells Fargo,6490180042389928,Tremayne Bartoletti,549,10/2001,03/2005,24,7578,820352
DC,Diners Club,Diners Club International,6062825471454449,Robbie Hackett,659,12/2019,01/2024,21,8590,456131
DC,Diners Club,Diners Club International,39131581622923,Jazmin Ullrich,746,08/2000,03/2005,12,5396,594726
HC,Hipercard,Capital One,6444393486480392539,Micaela Abshire,623,05/2008,11/2011,16,3393,681174
UP,UnionPay,GE Capital,6441119035883539,Velva Koch,436,05/2017,05/2021,21,4824,507464
UP,UnionPay,Wells Fargo,6370953872375299,Hilbert Jenkins,573,03/2012,11/2015,1,6274,944246
HC,Hipercard,U.S. Bancorp,6062821352647045,Donavon Bruen,1860,06/2006,09/2010,13,5550,511697
EO,Elo,U.S. Bancorp,4143034759890774,Elsie Quigley,473,03/2012,05/2015,16,4561,778571
HC,Hipercard,GE Capital,3057347146351839,Alford Jacobi,6314,05/2013,05/2016,6,6508,720871
AX,American Express,American Express,3641583308475478,Buck Bauch,661,09/2006,12/2009,5,9961,220342
MT,Maestro,GE Capital,372655415338459,Howell Purdy,709,11/2000,08/2005,18,9538,280080
HC,Hipercard,Wells Fargo,6062825133736894,Anika Konopelski,174,08/2016,11/2020,22,1196,391432
MT,Maestro,Barclays,2706025143561926,Judah Balistreri,431,06/2016,02/2020,21,2811,69633
AX,American Express,American Express,6447657514943621949,Westley Yundt,358,10/2013,02/2017,1,9334,617908
UP,UnionPay,Barclays,6276426667169206424,Jada Gutmann,798,04/2018,10/2021,18,7092,55645
HC,Hipercard,Wells Fargo,370170704257628,Markus Jewess,511,12/2017,07/2021,2,8182,891622
VI,Visa,Capital One,5152740572576045,Sunny Streich,153,04/2007,04/2010,21,1409,763125
VI,Visa,GE Capital,2373465561334913,Rowland Nikolaus,1972,01/2004,08/2007,27,2997,38535
HR,Hiper,Chase,6062825336041258,Litzy Gislason,360,04/2019,05/2023,4,4024,880049
AX,American Express,American Express,379355685402415,Brandon Rippin,718,01/2010,12/2013,12,7410,398516
HR,Hiper,U.S. Bancorp,6573135840792885193,Freida Windler,149,12/2005,12/2010,5,7223,525116
DS,Discover,Discover,62770013686017816,Jeff Bartoletti,287,02/2012,09/2016,24,3622,123919
DC,Diners Club,Diners Club International,36727003094139,Joey Carroll,444,06/2010,03/2014,2,3350,61795
EO,Elo,U.S. Bancorp,3949979202401033604,Edd Ruecker,649,07/2019,08/2022,15,3975,315096
HR,Hiper,Capital One,6376121281528544,Reagan Morar,550,03/2009,11/2012,8,7839,509700
EO,Elo,Bank of America,2720023085963285,Otto Balistreri,379,04/2020,09/2023,23,6560,596808
HC,Hipercard,U.S. Bancorp,352824502572670648,Peggie Pagac,1727,06/2005,06/2009,7,9533,816090
AX,American Express,American Express,5041755924151151,Kaylin Conroy,1172,03/2013,02/2017,1,6701,677237
MC,Mastercard,Capital One,3059275405645038961,Mallory Aufderhar,103,01/2015,12/2018,2,4986,438021
